,Poems,/Food & Drink/Cooking & Recipes/Soups & Stews,/Arts & Entertainment/Offbeat/Occult & Paranormal,/People & Society/Religion & Belief,/Health,/Sensitive Subjects,/Science,/Business & Industrial,/Arts & Entertainment,/Home & Garden/Pest Control,/Business & Industrial/Agriculture & Forestry,/Food & Drink/Beverages,/Pets & Animals/Pets/Horses,/Hobbies & Leisure/Outdoors,/Sports,/Beauty & Fitness/Face & Body Care/Make-Up & Cosmetics,/Finance/Accounting & Auditing,/Law & Government/Legal/Legal Services,/Adult,/Beauty & Fitness/Face & Body Care,/Beauty & Fitness/Body Art,/Food & Drink/Food,/People & Society/Family & Relationships,/Travel,/Food & Drink,/Health/Pharmacy/Drugs & Medications,/Health/Health Conditions,/Arts & Entertainment/Music & Audio,/Health/Health Conditions/Neurological Conditions,/Food & Drink/Food/Candy & Sweets,/Hobbies & Leisure,/Books & Literature/Poetry,/Internet & Telecom,/Arts & Entertainment/Music & Audio/Classical Music,/Arts & Entertainment/Music & Audio/Religious Music,/Finance,/Home & Garden/Gardening & Landscaping,/Reference/Language Resources,/Reference/General Reference/Dictionaries & Encyclopedias,/Arts & Entertainment/Humor,/Arts & Entertainment/Movies,/Food & Drink/Beverages/Alcoholic Beverages,/Finance/Investing,/People & Society,/Shopping/Apparel,/People & Society/Family & Relationships/Family,/Pets & Animals/Pets/Cats,/Pets & Animals/Wildlife,/Games,/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events,/Arts & Entertainment/Performing Arts/Dance,/Computers & Electronics/Software/Operating Systems,/Food & Drink/Food/Meat & Seafood,/Arts & Entertainment/Music & Audio/Radio,/Food & Drink/Cooking & Recipes,/Autos & Vehicles,/Science/Biological Sciences,/Law & Government/Public Safety/Crime & Justice,/Jobs & Education/Education,/Science/Astronomy,/Beauty & Fitness,/Beauty & Fitness/Hair Care,/Law & Government,/Pets & Animals/Pets/Dogs,/Law & Government/Legal,/Science/Mathematics,/Arts & Entertainment/Comics & Animation/Comics,/Books & Literature/Literary Classics,/Pets & Animals,/News,/Arts & Entertainment/Performing Arts,/Home & Garden,/Jobs & Education/Education/Teaching & Classroom Resources,/Sports/Individual Sports/Skate Sports,/Sports/Sporting Goods,/Beauty & Fitness/Weight Loss,/Health/Nutrition,/Arts & Entertainment/Visual Art & Design,/People & Society/Social Sciences,/Reference,/Home & Garden/Home Furnishings/Curtains & Window Treatments,/Reference/General Reference/Calculators & Reference Tools,/Sports/Winter Sports/Skiing & Snowboarding,/Arts & Entertainment/TV & Video/TV Shows & Programs,/Shopping,/Jobs & Education,/Hobbies & Leisure/Crafts,/Sports/Team Sports/Baseball,/Autos & Vehicles/Vehicle Parts & Services/Vehicle Parts & Accessories,/Computers & Electronics/Electronics & Electrical/Electronic Components,/Business & Industrial/Construction & Maintenance,/Science/Computer Science,/Computers & Electronics/Programming,/Travel/Bus & Rail,/Games/Computer & Video Games,/Reference/Humanities/Philosophy,/Sports/Team Sports/Cricket,/News/Sports News,/Computers & Electronics,/Sports/Team Sports,/Finance/Investing/Currencies & Foreign Exchange,/Arts & Entertainment/Online Media,/Arts & Entertainment/Music & Audio/Pop Music,/Shopping/Apparel/Clothing Accessories,/Books & Literature,/Finance/Credit & Lending,/Shopping/Apparel/Footwear,/Health/Reproductive Health,/Games/Gambling,/Shopping/Apparel/Casual Apparel,/Food & Drink/Cooking & Recipes/Desserts,/Food & Drink/Restaurants,/Shopping/Toys,/Reference/General Reference,/Food & Drink/Beverages/Coffee & Tea,/Computers & Electronics/Computer Hardware/Computer Drives & Storage,/Computers & Electronics/Software,/Sports/Individual Sports/Golf,/Shopping/Gifts & Special Event Items/Flowers,/Sports/Team Sports/Soccer,/Food & Drink/Food/Baked Goods,/Computers & Electronics/Consumer Electronics,/Arts & Entertainment/Visual Art & Design/Painting,/Hobbies & Leisure/Water Activities/Surf & Swim,/Sports/Water Sports/Surfing,/Travel/Tourist Destinations/Mountain & Ski Resorts,/News/Weather,/Arts & Entertainment/Visual Art & Design/Architecture,/Shopping/Apparel/Women's Clothing,/Science/Chemistry,/Arts & Entertainment/TV & Video,/Arts & Entertainment/Fun & Trivia/Fun Tests & Silly Surveys,/Autos & Vehicles/Vehicle Parts & Services,/Shopping/Antiques & Collectibles,/Autos & Vehicles/Bicycles & Accessories,/Sports/Individual Sports/Cycling,/Health/Oral & Dental Care,/Health/Health Conditions/Pain Management,/Health/Women's Health,/Jobs & Education/Education/Primary & Secondary Schooling (K-12),/Arts & Entertainment/Music & Audio/Music Equipment & Technology,/Sports/Team Sports/American Football,/Internet & Telecom/Service Providers,/Health/Health Conditions/Cancer,/Hobbies & Leisure/Outdoors/Fishing,/Games/Board Games/Chess & Abstract Strategy Games,/People & Society/Kids & Teens/Children's Interests,/Books & Literature/Children's Literature,/Arts & Entertainment/Comics & Animation/Cartoons,/People & Society/Social Sciences/Psychology,/Health/Mental Health/Anxiety & Stress,/Jobs & Education/Jobs,/Health/Health Conditions/Ear Nose & Throat,/Jobs & Education/Education/Standardized & Admissions Tests,/Autos & Vehicles/Vehicle Codes & Driving Laws,/Reference/General Reference/Biographies & Quotations,/News/Politics,/Home & Garden/Home Improvement/Plumbing,/Health/Nutrition/Special & Restricted Diets,/Online Communities,/Sports/Water Sports,/Beauty & Fitness/Fitness,/Reference/Humanities,/Health/Medical Devices & Equipment,/Finance/Credit & Lending/Loans,/Travel/Tourist Destinations,/Health/Medical Facilities & Services,/Beauty & Fitness/Face & Body Care/Skin & Nail Care,/Home & Garden/Home Furnishings/Lamps & Lighting,/Business & Industrial/Industrial Materials & Equipment,/Food & Drink/Food/Grains & Pasta,/Sports/Animal Sports,/Arts & Entertainment/Music & Audio/Rock Music,/Health/Vision Care,/Health/Health Conditions/Arthritis,/Health/Nutrition/Vitamins & Supplements,/Food & Drink/Beverages/Juice,/Sports/Individual Sports,/Arts & Entertainment/Entertainment Industry/Film & TV Industry,/Pets & Animals/Pets/Reptiles & Amphibians,/Business & Industrial/Business Services,/Hobbies & Leisure/Water Activities/Boating,/Autos & Vehicles/Boats & Watercraft,/Health/Health Conditions/Infectious Diseases,/News/Business News/Company News,/Law & Government/Government,/Reference/Humanities/History,/Business & Industrial/Construction & Maintenance/Building Materials & Supplies,/Arts & Entertainment/Visual Art & Design/Photographic & Digital Arts,/Computers & Electronics/Consumer Electronics/Camera & Photo Equipment,/Arts & Entertainment/Music & Audio/Music Reference,/Pets & Animals/Pets,/Hobbies & Leisure/Water Activities,/Law & Government/Public Safety,/Home & Garden/Kitchen & Dining,/Business & Industrial/Transportation & Logistics,/Food & Drink/Restaurants/Fast Food,/Arts & Entertainment/Celebrities & Entertainment News,/Business & Industrial/Business Services/Office Supplies,/People & Society/Family & Relationships/Troubled Relationships,/Pets & Animals/Pets/Birds,/Health/Health Education & Medical Training,/News/Gossip & Tabloid News/Scandals & Investigations,/Shopping/Toys/Dolls & Accessories,/Computers & Electronics/Software/Business & Productivity Software,/Travel/Hotels & Accommodations,/Home & Garden/Nursery & Playroom,/Business & Industrial/Metals & Mining,/Hobbies & Leisure/Special Occasions,/Hobbies & Leisure/Crafts/Fiber & Textile Arts,/Finance/Insurance,/Arts & Entertainment/Comics & Animation,/People & Society/Kids & Teens,/Science/Earth Sciences/Geology,/Arts & Entertainment/TV & Video/Online Video,/Beauty & Fitness/Fashion & Style,/Internet & Telecom/Mobile & Wireless/Mobile Phones,/Home & Garden/Home Furnishings,/Home & Garden/Bed & Bath,/Home & Garden/Laundry,/Home & Garden/Domestic Services/Cleaning Services,/Arts & Entertainment/Performing Arts/Magic,/Shopping/Photo & Video Services,/Games/Puzzles & Brainteasers,/Games/Word Games,/Business & Industrial/Transportation & Logistics/Mail & Package Delivery,/Business & Industrial/Agriculture & Forestry/Livestock,/Business & Industrial/Transportation & Logistics/Maritime Transport,/Sports/Extreme Sports,/Autos & Vehicles/Vehicle Parts & Services/Vehicle Repair & Maintenance,/People & Society/Subcultures & Niche Interests,/Business & Industrial/Transportation & Logistics/Rail Transport,/People & Society/Social Issues & Advocacy,/Shopping/Tobacco Products,/Games/Roleplaying Games,/Sports/Water Sports/Swimming,/Law & Government/Military,/Health/Health Conditions/Heart & Hypertension,/Business & Industrial/Hospitality Industry/Food Service,/Food & Drink/Food & Grocery Retailers,/Science/Earth Sciences,/Travel/Cruises & Charters,/People & Society/Family & Relationships/Marriage,/Hobbies & Leisure/Special Occasions/Weddings,/Real Estate,/Home & Garden/Yard & Patio,/Travel/Air Travel,/Home & Garden/Home Improvement/Flooring,/Home & Garden/Home Furnishings/Rugs & Carpets,/Sports/Individual Sports/Racquet Sports,/Health/Substance Abuse/Drug & Alcohol Treatment,/Health/Pharmacy,/Jobs & Education/Education/Colleges & Universities,/Sports/Combat Sports/Wrestling,/Health/Health Conditions/Skin Conditions,/Reference/Humanities/Myth & Folklore,/Arts & Entertainment/Music & Audio/Jazz & Blues,/Arts & Entertainment/Music & Audio/Urban & Hip-Hop,/Computers & Electronics/Electronics & Electrical,/Real Estate/Real Estate Listings/Residential Rentals
0,"cap'n jack was washed over the side. his crew searched but found not hair nor hide. no longer the helm, but the deep benthic realm, is where jack will forever reside.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"ablactation, to wean off the breast, should wait 'til age 2; this is best. though some men never quit (bet you thought i'd rhyme tit) because they're mammarially obsessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"as a soup, bisque is best when served hot. made with lobster, it hits the right spot. i think it tastes dreamy; it's so rich and creamy. it's the soup you'd be served on a yacht.",0.5600000023841858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"simply add to the grasp of a rhesus the antithesis, psychokinesis, and i guarantee it's a sure ph.d. i won't write it, though. i'm anti-thesis.",,0.9900000095367432,0.9900000095367432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"abed's where you sleep in the night, unless you and your wife had a fight. then for you, it's the couch. next time don't be a grouch, just permit her to think she was right!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,a smiling young fellow from spain fell asleep while aloft in a plane. in spite of his smile (it was he who was pilot) he never went flying again.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"the man who becomes alcoholic is not on a permanent frolic. so understand please it's a painful disease, part genetic and part metabolic.",,,,0.7900000214576721,0.6499999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"it's in castles that monarchs reside. thick stone walls make a safe place to hide. unless you're, by fate, the eighth henry's mate, in which case you'd be safer outside!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,configuration is called absolute when a molecule's chiral repute is described in a name so its structural frame can be drawn without any dispute.,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"according to my recollection, the buoy was meant for direction. but the pilot was drunk, and the ship is now sunk from the buoy and bow intersection.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"acetylenic means having to do with the bond found in c2h2. such bonds are unstable, so please read the label, if your reasons for living ain't few.",,,,,,,0.5899999737739563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"can you cure my addiction, please, doc? i drink coffee non-stop 'round the clock. since my need for caffeine and for sugar's so keen, i'll go broke with two starbucks per block!",,,,0.7300000190734863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"so you want your new limerick to sing? proper rhyming must first be your thing, and the meter, i.e., anapestic, is key, but line 5 is the place to add zing!",,,,,,,,0.550000011920929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"used by audubon, arsenic was a preservative needed because as insecticide, he could keep bird skins bug-free. its sweet almond smell stays, yes it does.",,,,,,,,,0.7400000095367432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
